5;Budapest Collective Study/Work in great Cafés Meetup;22078528;Budapest-Collective-Study-Work-in-great-Cafes-Meetup;298
5;IT Career Consulting;22175578;IT-Career-Consulting;183
4.5;6:20ChiliNights;22179680;6-20ChiliNights;140
0;SHL Tréningakadémia nyílt nap;22182359;Tesztek-Nektek-SHL-Treningakademia;58
0;Életmód, táplálkozás és a civilizációs betegségek;22301617;eletmod-taplalkozas-civilizacios-betegsegek;103
4.6;Rust Hungary Meetup;22320151;Rust-Hungary-Meetup;140
4.42;CX-Ray Workshop;22415792;CX-Ray-Workshop;86
0;Customer success / Client care  Budapest;22436172;Budapest-Client-Care-Meetup;29
0;Teljes élet tudatosan;22436473;Teljes-elet-tudatosan;169
0;Budapest Squash Meetup;22453975;Budapest-Squash-Meetup;20
0;APIOps Budapest;22485920;APIOps-Budapest;58
0;SoL to Soul: The Inner Path of Leadership;22502357;SoL-to-Soul-The-Inner-Path-of-Leadership;232
5;Fálun Dáfá meditáció Budapest;22503614;Falun-Dafa-meditacio-Budapesten;17
5;Colearning Business Bar;22585575;colearning-business-bar;122
5;BARDO Consulting - Megérzés alapú vezetés;22588194;BARDO-Consulting-Megerzes-alapu-vezetes;340
4.83;Sitecore User Group - Budapest;22681979;Sitecore-User-Group-Budapest;50
5;Csak a Nőknek klub és magazin;22746219;Csak-a-Nőknek-klub-es-magazin;73
0;Misty Crystal Dream Circle;22805341;Misty-Crystal-Dream-Circle;22
4.96;Coding University;22835778;Coding-University;590
5;MEP - Managers of Engineering Projects;22937053;MEP-NINJA;121
4.8;Fontanus programok;22945716;Fontanus-Programok;60
0;FEEL-IN;22970079;FEEL-IN;94
5;Microservices Budapest Meetup;22973871;Microservices-Budapest-Meetup;287
3.5;Budapest MS Office Automation/VBA (Excel, Access, Word);22991391;Budapest-VBA;41
4.38;Open Source Networking User Group Budapest;23024422;Open-Source-Networking-User-Group-BP;90
0;Borealis Tudásközösség;23121285;Borealis-Tudaskozosseg;66
3;Budapesti KriptoValuta Oktatás és Előadás;23128639;Budapesti-KriptoValuta-Eloadas-es-Oktatas;381
5;Ödzsájl sörök,sorsok - Budapest;23153946;Odzsajl-sorok-sorsok-Budapest;89
4.9;Budapest DIY Smart Home - Csináld magad okosotthon;23175434;Budapest-DIY-Smart-Home-Csinald-magad-okosotthon;515
0;StartupBlink Budapest;23183683;StartupBlink_Budapest;69
0;BudapestTech.City;23262354;BudapestTechCity;31
5;Budapest Remote Work Meetup;23266832;Budapest-Remote-Work-Meetup;130
4;English Communication Skills - Budapest;23326965;CommunicationSkills;688
0;A nő arcai;23330202;A-nő-arcai;87
5;Budapest KNIME Users;23362795;Budapest-KNIME-Users;79
0;NLP Nyílt estek;23374270;NLP-Nyilt-est-Karizmatikus-kommunikacio-NLP-bevezető;144
0;Content Creators - Blogging, Social Media, Podcasting;23446168;ContentCreatorsBudapest;42
0;Budapest Agile Transformation & scaling;23465714;Budapest-Agile-Transformation-scaling;67
0;Action Circle Consulting;23499038;action-circle;37
4;Future of HR Meetup;23516454;Future-of-HR-Meetup;134
0;European Liberal Democracy Meetup;23572870;Budapest-European-Liberal-Democracy;12
0;Medipredict: Preventive and predictive medicine;23597423;Medipredict-Preventive-and-predictive-medicine;31
4.67;Prog&Drink;23666410;Prog-Drink;156
0;Budapest Future Politics Meetup;23671757;Budapest-Future-Politics-Meetup;65
0;EU források az IKT szektorban (IVSZ);23684731;EU-forrasok-az-IKT-szektorban-IVSZ;90
4.95;Let's code BP;23723827;Lets-code-BP;333
4.89;React Native Workshops;23724414;React-Native-Workshops;111
0;Mikrokeringés javítás - a jövő gyógyászata;23809923;BEMER-nyilt-eloadas;20
0;Buddhista filozófia alkalmazása a mindennapokban;23820048;Buddhista-filozofia-alkalmazasa-a-mindennapokban;47
0;Budapest Online Education Meetup;23941094;Budapest-Online-Education-Meetup;48
4.75;Budapest GraphQL;23970220;Budapest-GraphQL;116
0;TeleTrade EU Hungary;24009760;TeleTrade_Hungary;26
0;Lifestyle Club Meetup;24094525;Lifestyle-Club-Meetup;117
0;Optimists of Design Terminal;24145633;Optimists-of-Design-Terminal;84
5;DreamTrips Travel Club;24295836;DreamTrips-Travel-Club;172
5;Sparkle to Employer Brand;24308275;Sparkle-to-Employer-Brand;33
4.5;Kriptovaluták - befektetés & technológiai innováció egyben;24327426;Kriptovalutak;653
0;Budapesti Metropolitan Egyetem;24328122;Kommunikacio-a-jovő-előszobajaban-Meetup;48
0;Brasil Curtição Budapest;24385260;Brasil-na-Balada-em-BudaPeste;7
4.61;Nokia tech talks Budapest;24394838;Nokia-tech-talks-Budapest;284
4.9;Nyári Fejlesztői Akadémia, 2017;24420222;Nyari-Fejlesztői-Akademia-2017;292
0;Budapest Dance and Movement Meetup;24472710;Budapest-Dance-and-Movement-Meetup;50
0;Budapest Web Technology Meetup;24497600;Budapest-Web-Technology-Meetup;32
0;Kommunikáció az üzleti életben;24548684;Kommunikacio-az-uzleti-eletben;63
0;Write the Docs Budapest;24685524;Budapest-Technical-content-creators;57
0;Happiness & Well-being ★ (Effectivity as By-product) Budap.;24707949;Happiness-Well-being-Effectiveness-as-by-product-Buda;65
4.94;Kotlin Budapest User Group;24720355;Kotlin-Budapest;173
4;Budapest Functional Programming enthusiasts;24808815;Budapest-Functional-Programming-enthusiasts;148
4.6;Software Craftsmanship Budapest;24872408;Software-Craftsmanship-Budapest;148
0;Sikerre és kudarcra programozott szervezetek;24939369;Sikerre-es-kudarcra-programozott-szervezetek;89
0;Nők a repülésben/Women in Aviation Meetup;24957000;Nők-a-repulesben-Women-in-Aviation-Meetup;17
0;Konfliktus Klinika Indulatkezelés Akadémia;24982271;Konfliktus-Klinika-indulatkezeles-trening;24
0;GluteNo Meetup in the heart of Budapest;25034613;GluteNo-Meetup-in-the-heart-of-Budapest;15
0;Budapest Synthesizers and Drum Machines Meetup;25061388;Budapest-Synthesizers-and-Drum-Machines-Meetup;27
0;Budapest Fun Seekers;25082652;BudapestFunSeekers;274
5;Ötletből Dollár Meetup;25097028;Otletből-Dollar-Meetup;263
0;Articulate E-Learning Meetup Budapest;25144049;Articulate-E-Learning-Meetup-Budapest;26
0;Anger Management Academy;25266935;Anger-Management-Meetup;43
5;Service Design Network (SDN) Hungary;25295279;SDN_Hungary;84
0;Budapest Vitakultúra Meetup;25298044;Budapest-Vitakultura-Meetup;87
0;Budapest Outdoors Meetup;25477371;Budapest-Outdoors-Meetup;38
0;Dance to go Meetup;25477415;Dance-to-go-Meetup;50
4;Pócsmegyeri Innovációs Központ Rendezvénysorozat;25491526;pocsmegyeri_innovacios_kozpont_rendezvenysorozat;30
0;Budapest Transzformáció Meetup;25493915;Budapest-Transzformacio-Meetup;24
4.67;English Teacher Meetup;25515097;English-Teacher-Meetup;75
0;Electronic music and party lovers;25533401;Electronic-music-and-party-lovers;50
4.72;Le Wagon Budapest Coding School;25568831;Le-Wagon-Budapest-Coding-School;645
0;Munkajogi kérdések, karriertanácsadás IT szakemberek számára;25582258;Ingyenes-Karriertanacsadas-CV-iras-IT-szakemberek-szamara;21
3.5;Digital Leaders;25583173;Mesterseges-intelligencia-es-adatvezerelt-donteshozatal;264
0;IT Trendekről és IT Pozíciókról, IT szakemberek számára!;25583507;IT-Trendekről-es-IT-Poziciokrol-IT-szakemberek-szamara;24
0;Munkajogról,Munkajogi kérdésekről IT szakemberek számára!;25583791;Munkajogrol-Munkajogi-kerdesekről-IT-szakemberek-szamara;17
4.67;MSCI Budapest Java Professionals Meetup;25584523;MSCI-Budapest-Java-professionals;101
5;GpsGate Budapest Tech Talks;25595871;GpsGate-Budapest-Tech-Talks;75
0;I am important;25613682;I-am-important;60
0;Kortárs Műgyűjtés Meetup;25630647;Kortars-Mugyujtes-Meetup;63
5;Cselekvésorientált Watson coaching csoport;25631989;Cselekvesorientalt-Watson-coaching-csoport;23
0;MateMorfózis;25658783;MateMofrozis;91
5;Budapest Star Trek Meetup;25676005;Budapest-Star-Trek-Meetup;18
0;DívaFitnessGildaMax;25679314;DivaFitnessGildaMax;14
0;DataFest;25691486;DataFest;117
0;Budapest Trading For  A Living Meetup;25692010;Budapest-Trading-For-A-Living-Meetup;14
0;Műtárgybefektetés Meetup;25706898;Mutargybefektetes-Meetup;43
0;Carla Galli - Kiegyensúlyozott Élet Művészete;25752883;Kiegyensulyozott-Elet-Műveszete;10
0;Carla Galli - Akkreditált Life Coach Képzés;25753541;Akkreditalt-Life-Coach-Kepzes;26
0;A XXI. század üzleti modellje;25811726;a-xxi-szazad-uzleti-modellje;59
0;KRS Business Club;25890213;KRS-Business-Club;30
0;Oriole Club in Budapest;25890618;Oriole-Club-in-Budapest;51
4.29;Vue.js Budapest;25891890;Vue-js-Budapest;306
5;IT Career Meetups;25908268;IT-Career-Meetup;166
0;Social-Digital Innovation Meetup Budapest;25920546;Social-Digital-Innovation-Barcamps;26
0;D2B // Design To Business Konferencia;25921296;D2B-Design-To-Business-Konferencia;50
0;Budapest Weight Loss Meetup;25966596;Budapest-Weight-Loss-Meetup;36
5;Tudásmenedzsment Meetup;25990918;Tudasmenedzsment;121
5;Matritel Labs Meetup;25990961;Matritel-Labs-Meetup;48
0;MONEY Lounge #1 – Október 12. - Finance & Future;25992059;money-lounge;68
4.92;PyData Budapest;25995328;PyData-Budapest;358
0;Mindfulness süti kurzus;25996740;Mindfulness-Dessert-Baking-Course;14
0;Budapest InsurTech Meetup;26002063;Budapest-InsurTech-Meetup;3
5;Entrepreneurs of Budapest UNITE!;26017212;Entrepreneurs-of-Budapest-UNITE;107
0;Vedres Találkozó;26027519;Vedres-Talalkozo;3
0;Autumn Dance Budapest-Dance Meditation;26029000;Autumn-Dance-Budapest-Dance-Meditation;47
0;Boszorkánykonyha - Női kör;26039684;Boszorkanykonyha-Női-kor;34
0;Lakásbefektetés;26044097;Lakasbefektetes;64
0;Közösségi Vállalkozás Projektműhely;26045401;Kozossegi-Vallalkozas-Projektműhely;30
0;IoT // Beyond the Hype;26048054;IoT-Beyond-the-Hype;52
3.64;Blockchain Stories;26059791;Blockchain-Stories;470
4;Budapest Conversation Meetup;26083533;Budapest-Conversation-Meetup;120
5;Character Design Budapest;26094664;Character-Design-Budapest;33
5;Kriptovaluta bányászati képzés kezdőknek;26117831;kriptovaluta-banyaszati-kepzes-kezdoknek;106
0;Minőségi beszélgetések;26125013;Minősegi-beszelgetesek;50
0;Stresszkezelés Meetup;26134683;Stresszkezeles-Meetup;34
5;ReasonML Budapest;26171305;ReasonML-Budapest;36
0;Budapest Code Girls Meetup;26183350;Budapest-Code-Girls-Meetup;56
4.5;`56- The Hungarian Revolution Walking Tour;26206677;56-The-Hungarian-Revolution-Walking-Tour;41
0;Budapest BELLYDANCE!;26211511;Budapest-BELLYDANCE;31
0;TeleTrade Masterclass - Bitcoin ügyletek;26218935;TeleTrade-Masterclass-Bitcoin-ugyletek;28
0;TFK Language-exchange;26249288;TFK-Language-exchange;50
0;Bővítse befektetési korlátait;26251572;Bővitse-befektetesi-korlatait;9
4.25;GE Digital Hungary;26271094;GE-Digital-Hungary;291
0;Crypto Future Wealth Budapest;26281339;Crypto-Future-Wealth-Budapest;22
0;Gluténmentes mindfulness pizzasütő workshop;26282512;Glutenmentes-mindfulness-pizzasutő-workshop;18
0;Les Lectures du Mardi;26306375;Les-Lectures-du-Mardi;23
4.67;Kubernetes and Cloud Native Computing, Budapest;26313063;k8s-bud;266
5;PROGmasters Backend meetup - Budapest;26313774;PROGmasters-Backend-meetup-Budapest;82
0;Budapest/International Cooks;26318973;Chef-Balints-authentic-Pad-thai-course;28
0;Meet the Influencer Marketing;26338509;Meet-the-Influencer-Marketing;39
5;Letscode.hu meetup;26378804;Letscode-hu-meetup;177
0;Crypto Hungary Meetup;26383400;Crypto-Hungary-Meetup;122
0;DDD Budapest;26393475;DDD-Practitioners-in-Budapest;21
0;Budapest New Career - Karrieredző Meetup;26423935;Budapest-New-Career-Karrieredző-Meetup;49
4;Shader Meetup Budapest;26448354;Shader-Meetup-Budapest;31
5;Budapest Deep Learning Reading Seminar;26449491;Budapest-Deep-Learning-Reading-Seminar;186
0;Budapest Nia Meetup;26452956;Budapest-Nia-Meetup;24
0;NewFinance Budapest;26462783;NewFinanceBudapest;59
5;English-Spanish-Hungarian langauge exchange;26505525;English-Spanish-Hungarian-langauge-exchange;50
0;Vállalkozók és vállalkozást tervezők;26519259;Vallalkozok-es-vallalkozast-tervezők;50
0;Budapest Karrierváltás- rejtett ÉRTÉKEID;26524193;Budapest-KARRIERvaltas-rejtett-ERTEKEID;34
0;Adventurous Beer Thinker;26544193;Adventurous-Beer-Thinker;28
0;Az én új évem 2018 - Év tervezés;26553781;Az-en-uj-evem-2018-Ev-tervezes;27
5;Budapest Thoughtstorm Meetup;26554815;Budapest-Thoughtstorm-Meetup;45
0;Hungarian Trader's Meetup;26556342;Hungarian-Traders-Meetup;9
5;Galéria- és műteremséták Budapesten;26584109;Galeria-es-műteremsetak-Budapesten;43
0;Budapest International and Exchange Students Meetup;26584539;Budapest-International-and-Exchange-Students-Meetup;29
0;Second Spanish-English-Hungarian Language Exchange;26584548;Second-Spanish-English-Hungarian-Language-Exchange;50
0;Neurons.AI (Hungary - Budapest);26594300;Neurons-AI-Hungary-Budapest;67
0;Budapest Social Meetup;26606734;Budapest-Social-Meetup;58
0;Speak, write, blog - practice your German - join Ungarn.news;26615712;Ungarn-news;6
0;Nia Dance Meetup;26615934;meetup-group-vtLQmbrT;9
5;Társkereső oldalak fejlesztésének kihívásai;26623947;Tarskereső-oldalak-fejlesztesenek-kihivasai;23
0;Hasgraph - Budapest Hungary;26627176;Hasgraph-Budapest-Hungary;14
0;Inforrás Meetup;26652535;Inforras-Meetup;23
0;Budapest Side Hustle Meetup;26674983;Budapest-Side-Hustle-Meetup;11
0;Vision Board Workshop - Öltsön alakot a jövőd!;26695198;Vision-Board-Workshop-Oltson-alakot-a-jovőd;19
0;Futás Meetup Budapest;26709631;Futas-Meetup-Budapest;31
